2025-04-05, 1001, Laura Herrera DNI 33114523, SENCILLA, Miguel Torcuato, 14, 140000, MEDIA
2025-06-22, 1254, Sofia Herrera DNI 34373783, DOBLE, Miguel Torcuato, 12, 216000, ALTA
2025-07-12, 1255, Ana Lopez DNI 15312983, SUITE, Miguel Torcuato, 3, 90000, BAJA
2025-05-01, 1256, Laura Fernandez DNI 15694965, SUITE, Miguel Torcuato, 6, 180000, MEDIA
2025-07-24, 1257, Valentina Torres DNI 12264352, DOBLE, Miguel Torcuato, 9, 162000, MEDIA
2025-05-24, 1258, Laura Fernandez DNI 49105546, SUITE, Miguel Torcuato, 10, 300000, ALTA
2025-03-17, 1259, Ana Torres DNI 35840166, SENCILLA, Miguel Torcuato, 13, 130000, MEDIA
2025-05-20, 1260, Lucia Perez DNI 21920627, DOBLE, Miguel Torcuato, 9, 162000, MEDIA
2025-03-13, 1261, Laura Fernandez DNI 19988762, SENCILLA, Miguel Torcuato, 2, 20000, BAJA
2025-03-20, 1262, Juan Gomez DNI 40794282, SUITE, Miguel Torcuato, 12, 360000, ALTA
2025-03-12, 1263, Carlos Herrera DNI 45397505, SENCILLA, Miguel Torcuato, 11, 110000, MEDIA
2025-08-18, 1264, Carlos Lopez DNI 23214891, DOBLE, Miguel Torcuato, 12, 216000, ALTA
2025-03-06, 1265, Sofia Herrera DNI 17471676, SENCILLA, Miguel Torcuato, 8, 80000, BAJA
2025-03-21, 1266, Ana Gomez DNI 42891224, SENCILLA, Miguel Torcuato, 12, 120000, MEDIA
2025-12-15, 1267, Sofia Sosa DNI 22653505, DOBLE, Miguel Torcuato, 11, 198000, MEDIA
2025-09-20, 1268, Marcos Lopez DNI 46964750, SENCILLA, Miguel Torcuato, 4, 40000, BAJA
2025-05-06, 1269, Ana Perez DNI 19145953, SENCILLA, Miguel Torcuato, 13, 130000, MEDIA
2025-09-26, 1270, Diego Herrera DNI 28045969, SUITE, Miguel Torcuato, 10, 300000, ALTA
2025-08-06, 1271, Diego Gomez DNI 22577959, SUITE, Miguel Torcuato, 1, 30000, BAJA
2025-01-07, 1272, Marcos Sosa DNI 27312002, DOBLE, Miguel Torcuato, 13, 234000, ALTA
2025-08-28, 1273, Carlos Sosa DNI 25269637, SENCILLA, Miguel Torcuato, 1, 10000, BAJA
2025-06-04, 1274, Sofia Fernandez DNI 30319044, SENCILLA, Miguel Torcuato, 7, 70000, BAJA
2025-08-17, 1275, Laura Gomez DNI 40397454, DOBLE, Miguel Torcuato, 5, 90000, BAJA
2025-08-14, 1276, Lucia Gomez DNI 41125059, SUITE, Miguel Torcuato, 15, 450000, ALTA
2025-08-23, 1277, Laura Gomez DNI 32803517, SENCILLA, Miguel Torcuato, 7, 70000, BAJA
2025-08-05, 1278, Ana Torres DNI 47051589, SUITE, Miguel Torcuato, 8, 240000, ALTA
2025-03-22, 1279, Ana Gomez DNI 14974647, DOBLE, Miguel Torcuato, 15, 270000, ALTA
2025-09-28, 1280, Lucia Fernandez DNI 26940015, DOBLE, Miguel Torcuato, 14, 252000, ALTA
2025-04-07, 1281, Pedro Torres DNI 37425752, SUITE, Miguel Torcuato, 9, 270000, ALTA
2025-12-25, 1282, Diego Herrera DNI 18614763, SUITE, Miguel Torcuato, 11, 330000, ALTA
2025-04-18, 1283, Laura Herrera DNI 12201653, SENCILLA, Miguel Torcuato, 1, 10000, BAJA
2025-06-20, 1284, Marcos Diaz DNI 34444453, SUITE, Miguel Torcuato, 5, 150000, MEDIA
2025-08-12, 1285, Marcos Perez DNI 47775387, SUITE, Miguel Torcuato, 4, 120000, MEDIA
2025-10-15, 1286, Carlos Herrera DNI 46783802, SUITE, Miguel Torcuato, 11, 330000, ALTA
2025-11-28, 1287, Ana Diaz DNI 19776256, SENCILLA, Miguel Torcuato, 3, 30000, BAJA
2025-06-06, 1288, Valentina Diaz DNI 13534674, SENCILLA, Miguel Torcuato, 12, 120000, MEDIA
2025-07-06, 1289, Marcos Sosa DNI 29863459, SUITE, Miguel Torcuato, 14, 420000, ALTA
2025-06-18, 1290, Valentina Sosa DNI 15216837, DOBLE, Miguel Torcuato, 5, 90000, BAJA
2025-06-01, 1291, Diego Torres DNI 19896863, SUITE, Miguel Torcuato, 7, 210000, ALTA
2025-12-14, 1292, Diego Gomez DNI 49017872, DOBLE, Miguel Torcuato, 11, 198000, MEDIA
2025-09-11, 1293, Sofia Sosa DNI 46684893, SUITE, Miguel Torcuato, 7, 210000, ALTA
2025-09-13, 1294, Juan Sosa DNI 35219229, SUITE, Miguel Torcuato, 7, 210000, ALTA
2025-10-07, 1295, Lucia Perez DNI 28298101, DOBLE, Miguel Torcuato, 13, 234000, ALTA
2025-08-08, 1296, Carlos Ruiz DNI 42021172, DOBLE, Miguel Torcuato, 11, 198000, MEDIA
2025-09-06, 1297, Laura Perez DNI 13469223, DOBLE, Miguel Torcuato, 1, 18000, BAJA
2025-11-21, 1298, Carlos Herrera DNI 22179430, SENCILLA, Miguel Torcuato, 7, 70000, BAJA
2025-08-23, 1299, Sofia Ruiz DNI 49127989, SUITE, Miguel Torcuato, 2, 60000, BAJA
2025-01-10, 1300, Juan Ruiz DNI 27344747, SUITE, Miguel Torcuato, 6, 180000, MEDIA
2025-12-13, 1301, Valentina Lopez DNI 28890642, SENCILLA, Miguel Torcuato, 6, 60000, BAJA
2025-05-08, 1302, Diego Perez DNI 24510612, SENCILLA, Miguel Torcuato, 4, 40000, BAJA
2025-05-20, 1303, Laura Gomez DNI 22998122, DOBLE, Miguel Torcuato, 15, 270000, ALTA
2025-08-13, 1304, Ana Diaz DNI 36611721, SUITE, Miguel Torcuato, 12, 360000, ALTA
2025-06-01, 1305, Ana Ruiz DNI 15968183, SUITE, Miguel Torcuato, 14, 420000, ALTA
2025-06-28, 1306, Marcos Lopez DNI 20550969, SENCILLA, Miguel Torcuato, 4, 40000, BAJA
2025-02-27, 1307, Valentina Herrera DNI 41857574, SENCILLA, Miguel Torcuato, 5, 50000, BAJA
2025-01-27, 1308, Lucia Sosa DNI 18867687, SUITE, Miguel Torcuato, 1, 30000, BAJA
2025-07-01, 1309, Lucia Herrera DNI 42359486, SUITE, Miguel Torcuato, 9, 270000, ALTA
2025-04-03, 1310, Marcos Diaz DNI 20815152, DOBLE, Miguel Torcuato, 5, 90000, BAJA
2025-09-19, 1311, Laura Fernandez DNI 19202400, SENCILLA, Miguel Torcuato, 14, 140000, MEDIA
2025-03-23, 1312, Pedro Sosa DNI 19384221, SUITE, Miguel Torcuato, 6, 180000, MEDIA
2025-01-18, 1313, Laura Sosa DNI 41462321, SENCILLA, Miguel Torcuato, 5, 50000, BAJA
2025-03-14, 1314, Juan Lopez DNI 12608616, DOBLE, Miguel Torcuato, 7, 126000, MEDIA
2025-02-20, 1315, Diego Perez DNI 30162782, SENCILLA, Miguel Torcuato, 2, 20000, BAJA
2025-09-08, 1316, Lucia Diaz DNI 45340531, SENCILLA, Miguel Torcuato, 10, 100000, MEDIA
2025-01-22, 1317, Marcos Torres DNI 37021436, SENCILLA, Miguel Torcuato, 13, 130000, MEDIA
2025-06-17, 1318, Carlos Gomez DNI 29816096, DOBLE, Miguel Torcuato, 7, 126000, MEDIA
2025-04-25, 1319, Marcos Diaz DNI 34679412, DOBLE, Miguel Torcuato, 7, 126000, MEDIA
2025-04-06, 1320, Marcos Perez DNI 15482604, SENCILLA, Miguel Torcuato, 6, 60000, BAJA
2025-03-27, 1321, Valentina Fernandez DNI 19204934, SUITE, Miguel Torcuato, 15, 450000, ALTA
2025-11-28, 1322, Carlos Mendez DNI 38235413, SUITE, Miguel Torcuato, 4, 120000, MEDIA
2025-03-25, 1323, Sofia Diaz DNI 11446819, SUITE, Miguel Torcuato, 7, 210000, ALTA
2025-09-20, 1324, Laura Fernandez DNI 25888627, SENCILLA, Miguel Torcuato, 11, 110000, MEDIA
2025-01-07, 1325, Carlos Torres DNI 15444963, DOBLE, Miguel Torcuato, 15, 270000, ALTA
2025-07-18, 1326, Sofia Mendez DNI 32956685, SUITE, Miguel Torcuato, 6, 180000, MEDIA
2025-09-12, 1327, Valentina Ruiz DNI 38823788, SENCILLA, Miguel Torcuato, 4, 40000, BAJA
2025-06-08, 1328, Diego Herrera DNI 34019302, SENCILLA, Miguel Torcuato, 10, 100000, MEDIA
2025-12-28, 1329, Lucia Diaz DNI 45397058, SUITE, Miguel Torcuato, 7, 210000, ALTA
2025-03-12, 1330, Valentina Gomez DNI 25690033, DOBLE, Miguel Torcuato, 2, 36000, BAJA
2025-12-15, 1331, Juan Mendez DNI 28196139, DOBLE, Miguel Torcuato, 3, 54000, BAJA
2025-08-28, 1332, Sofia Torres DNI 37318209, SENCILLA, Miguel Torcuato, 13, 130000, MEDIA
2025-10-16, 1333, Marcos Fernandez DNI 17634513, DOBLE, Miguel Torcuato, 12, 216000, ALTA
2025-12-05, 1334, Valentina Diaz DNI 11819919, SUITE, Miguel Torcuato, 5, 150000, MEDIA
2025-05-26, 1335, Juan Ruiz DNI 11309068, SUITE, Miguel Torcuato, 3, 90000, BAJA
2025-03-03, 1336, Diego Mendez DNI 47016307, DOBLE, Miguel Torcuato, 15, 270000, ALTA
2025-11-18, 1337, Valentina Perez DNI 27057159, DOBLE, Miguel Torcuato, 12, 216000, ALTA
2025-05-06, 1338, Sofia Mendez DNI 22700085, DOBLE, Miguel Torcuato, 11, 198000, MEDIA
2025-04-06, 1339, Marcos Gomez DNI 33864736, DOBLE, Miguel Torcuato, 6, 108000, MEDIA
2025-12-19, 1340, Ana Torres DNI 47496513, DOBLE, Miguel Torcuato, 6, 108000, MEDIA
2025-05-11, 1341, Juan Torres DNI 47759877, DOBLE, Miguel Torcuato, 6, 108000, MEDIA
2025-01-20, 1342, Valentina Mendez DNI 14667375, DOBLE, Miguel Torcuato, 10, 180000, MEDIA
2025-06-27, 1343, Valentina Sosa DNI 45365781, SENCILLA, Miguel Torcuato, 12, 120000, MEDIA
2025-05-17, 1344, Laura Fernandez DNI 31170144, SUITE, Miguel Torcuato, 4, 120000, MEDIA
2025-05-08, 1345, Laura Gomez DNI 27291360, SENCILLA, Miguel Torcuato, 14, 140000, MEDIA
2025-04-17, 1346, Laura Herrera DNI 14988201, SUITE, Miguel Torcuato, 12, 360000, ALTA
2025-12-07, 1347, Pedro Diaz DNI 19004935, SUITE, Miguel Torcuato, 14, 420000, ALTA
2025-07-11, 1348, Valentina Sosa DNI 28328088, DOBLE, Miguel Torcuato, 9, 162000, MEDIA
2025-10-15, 1349, Valentina Mendez DNI 39014278, DOBLE, Miguel Torcuato, 10, 180000, MEDIA
2025-05-23, 1350, Diego Gomez DNI 32392809, SENCILLA, Miguel Torcuato, 8, 80000, BAJA
2025-01-26, 1351, Juan Perez DNI 15110654, SENCILLA, Miguel Torcuato, 5, 50000, BAJA
2025-05-25, 1352, Lucia Mendez DNI 43713818, SUITE, Miguel Torcuato, 10, 300000, ALTA
2025-01-22, 1353, Lucia Mendez DNI 10657603, SUITE, Miguel Torcuato, 11, 330000, ALTA
2025-02-16, 1354, Juan Mendez DNI 36400620, DOBLE, Miguel Torcuato, 5, 90000, BAJA
2025-03-06, 1355, Carlos Lopez DNI 10271230, SENCILLA, Miguel Torcuato, 12, 120000, MEDIA
2025-06-06, 1356, Valentina Mendez DNI 22560492, SUITE, Miguel Torcuato, 3, 90000, BAJA
2025-10-16, 1357, Sofia Mendez DNI 34735080, DOBLE, Miguel Torcuato, 2, 36000, BAJA
2025-04-03, 1358, Juan Diaz DNI 16578282, SUITE, Miguel Torcuato, 11, 330000, ALTA
2025-06-28, 1359, Sofia Sosa DNI 36682173, SENCILLA, Miguel Torcuato, 1, 10000, BAJA
2025-02-10, 1360, Marcos Sosa DNI 24206707, DOBLE, Miguel Torcuato, 2, 36000, BAJA
2025-11-05, 1361, Diego Torres DNI 30668944, DOBLE, Miguel Torcuato, 9, 162000, MEDIA
2025-10-08, 1362, Lucia Fernandez DNI 23485804, SUITE, Miguel Torcuato, 9, 270000, ALTA
2025-07-12, 1363, Sofia Ruiz DNI 26619388, DOBLE, Miguel Torcuato, 3, 54000, BAJA
2025-02-26, 1364, Marcos Perez DNI 14920486, SUITE, Miguel Torcuato, 12, 360000, ALTA
2025-02-09, 1365, Juan Perez DNI 30015752, SENCILLA, Miguel Torcuato, 8, 80000, BAJA
2025-09-25, 1366, Diego Herrera DNI 14511057, SENCILLA, Miguel Torcuato, 4, 40000, BAJA
2025-04-02, 1367, Carlos Perez DNI 32971644, SUITE, Miguel Torcuato, 8, 240000, ALTA
2025-02-15, 1368, Lucia Perez DNI 18588251, DOBLE, Miguel Torcuato, 10, 180000, MEDIA
2025-05-23, 1369, Ana Herrera DNI 39207889, SENCILLA, Miguel Torcuato, 6, 60000, BAJA
2025-02-08, 1370, Ana Ruiz DNI 37511912, SUITE, Miguel Torcuato, 7, 210000, ALTA
2025-06-01, 1371, Marcos Herrera DNI 44820884, SUITE, Miguel Torcuato, 11, 330000, ALTA
2025-04-25, 1372, Valentina Gomez DNI 16546865, DOBLE, Miguel Torcuato, 6, 108000, MEDIA
2025-06-12, 1373, Pedro Torres DNI 20372683, DOBLE, Miguel Torcuato, 14, 252000, ALTA
2025-08-01, 1374, Laura Gomez DNI 48103216, DOBLE, Miguel Torcuato, 11, 198000, MEDIA
2025-11-01, 1375, Valentina Perez DNI 11919973, DOBLE, Miguel Torcuato, 11, 198000, MEDIA
2025-09-17, 1376, Pedro Perez DNI 31682982, DOBLE, Miguel Torcuato, 10, 180000, MEDIA
2025-01-18, 1377, Lucia Ruiz DNI 22561913, DOBLE, Miguel Torcuato, 6, 108000, MEDIA
2025-09-08, 1378, Diego Diaz DNI 44305204, SUITE, Miguel Torcuato, 6, 180000, MEDIA
2025-02-03, 1379, Laura Torres DNI 48339634, DOBLE, Miguel Torcuato, 5, 90000, BAJA
2025-09-22, 1380, Laura Sosa DNI 22260411, SENCILLA, Miguel Torcuato, 12, 120000, MEDIA
2025-04-12, 1381, Pedro Herrera DNI 10881508, SENCILLA, Miguel Torcuato, 13, 130000, MEDIA
2025-11-15, 1382, Diego Fernandez DNI 29178122, SENCILLA, Miguel Torcuato, 10, 100000, MEDIA
2025-10-28, 1383, Diego Perez DNI 36770135, SENCILLA, Miguel Torcuato, 5, 50000, BAJA
2025-12-21, 1384, Carlos Fernandez DNI 30257611, SUITE, Miguel Torcuato, 11, 330000, ALTA
2025-06-09, 1385, Sofia Sosa DNI 49915685, SENCILLA, Miguel Torcuato, 2, 20000, BAJA
2025-09-23, 1386, Laura Ruiz DNI 20362483, DOBLE, Miguel Torcuato, 3, 54000, BAJA
2025-01-03, 1387, Carlos Mendez DNI 41642589, SUITE, Miguel Torcuato, 1, 30000, BAJA
2025-09-07, 1388, Lucia Mendez DNI 17811186, SUITE, Miguel Torcuato, 7, 210000, ALTA
2025-11-12, 1389, Carlos Ruiz DNI 27089547, SUITE, Miguel Torcuato, 5, 150000, MEDIA
2025-08-25, 1390, Valentina Lopez DNI 29770517, DOBLE, Miguel Torcuato, 14, 252000, ALTA
2025-11-19, 1391, Laura Herrera DNI 14401455, DOBLE, Miguel Torcuato, 2, 36000, BAJA
2025-11-15, 1392, Juan Perez DNI 42240929, SENCILLA, Miguel Torcuato, 4, 40000, BAJA
2025-03-15, 1393, Valentina Diaz DNI 40814686, SUITE, Miguel Torcuato, 10, 300000, ALTA
2025-04-14, 1394, Laura Diaz DNI 25509980, DOBLE, Miguel Torcuato, 7, 126000, MEDIA
2025-06-05, 1395, Lucia Torres DNI 29897076, SUITE, Miguel Torcuato, 12, 360000, ALTA
2025-02-18, 1396, Ana Perez DNI 15501895, SENCILLA, Miguel Torcuato, 10, 100000, MEDIA
2025-09-04, 1397, Lucia Torres DNI 29675335, SENCILLA, Miguel Torcuato, 1, 10000, BAJA
2025-11-04, 1398, Ana Fernandez DNI 16689272, SENCILLA, Miguel Torcuato, 4, 40000, BAJA
2025-02-20, 1399, Marcos Gomez DNI 21264897, SENCILLA, Miguel Torcuato, 8, 80000, BAJA
2025-08-15, 1400, Sofia Diaz DNI 36438563, SENCILLA, Miguel Torcuato, 2, 20000, BAJA
2025-07-10, 1401, Lucia Lopez DNI 24034646, SENCILLA, Miguel Torcuato, 6, 60000, BAJA
2025-01-27, 1402, Laura Perez DNI 42165497, SENCILLA, Miguel Torcuato, 11, 110000, MEDIA
2025-11-07, 1403, Sofia Lopez DNI 19325810, SENCILLA, Miguel Torcuato, 15, 150000, MEDIA
2025-12-16, 1404, Sofia Fernandez DNI 12746030, SUITE, Miguel Torcuato, 14, 420000, ALTA
2025-02-13, 1405, Sofia Sosa DNI 31760294, SUITE, Miguel Torcuato, 14, 420000, ALTA
2025-03-15, 1406, Carlos Diaz DNI 14840717, SENCILLA, Miguel Torcuato, 7, 70000, BAJA
2025-11-28, 1407, Pedro Ruiz DNI 46893277, DOBLE, Miguel Torcuato, 13, 234000, ALTA
2025-01-07, 1408, Sofia Sosa DNI 16759340, SENCILLA, Miguel Torcuato, 15, 150000, MEDIA
2025-04-08, 1409, Diego Torres DNI 41482407, SUITE, Miguel Torcuato, 3, 90000, BAJA
2025-02-15, 1410, Carlos Mendez DNI 13258082, SENCILLA, Miguel Torcuato, 6, 60000, BAJA
2025-02-27, 1411, Marcos Perez DNI 31181611, DOBLE, Miguel Torcuato, 2, 36000, BAJA
2025-09-17, 1412, Juan Torres DNI 42251482, SENCILLA, Miguel Torcuato, 14, 140000, MEDIA
2025-11-16, 1413, Sofia Lopez DNI 36895488, SENCILLA, Miguel Torcuato, 5, 50000, BAJA
2025-12-24, 1414, Marcos Ruiz DNI 49165727, DOBLE, Miguel Torcuato, 4, 72000, BAJA
2025-07-18, 1415, Laura Perez DNI 33719179, SUITE, Miguel Torcuato, 6, 180000, MEDIA
2025-01-19, 1416, Diego Ruiz DNI 26891834, DOBLE, Miguel Torcuato, 15, 270000, ALTA
2025-04-02, 1417, Pedro Fernandez DNI 48689944, SUITE, Miguel Torcuato, 14, 420000, ALTA
2025-02-02, 1418, Marcos Gomez DNI 39579397, SENCILLA, Miguel Torcuato, 12, 120000, MEDIA
2025-05-20, 1419, Diego Torres DNI 25961869, SUITE, Miguel Torcuato, 6, 180000, MEDIA
2025-04-23, 1420, Ana Torres DNI 22273283, SENCILLA, Miguel Torcuato, 1, 10000, BAJA
2025-12-14, 1421, Marcos Torres DNI 24566073, DOBLE, Miguel Torcuato, 4, 72000, BAJA
2025-01-28, 1422, Marcos Fernandez DNI 19882155, SENCILLA, Miguel Torcuato, 3, 30000, BAJA
2025-11-25, 1423, Valentina Mendez DNI 24845008, DOBLE, Miguel Torcuato, 14, 252000, ALTA
2025-08-25, 1424, Valentina Diaz DNI 31542317, SUITE, Miguel Torcuato, 10, 300000, ALTA
2025-08-03, 1425, Diego Mendez DNI 36016728, SUITE, Miguel Torcuato, 2, 60000, BAJA
2025-11-18, 1426, Sofia Sosa DNI 11705823, DOBLE, Miguel Torcuato, 5, 90000, BAJA
2025-10-24, 1427, Diego Fernandez DNI 44500064, SUITE, Miguel Torcuato, 4, 120000, MEDIA
2025-01-07, 1428, Pedro Torres DNI 22907810, SENCILLA, Miguel Torcuato, 3, 30000, BAJA
2025-10-24, 1429, Juan Diaz DNI 18085244, DOBLE, Miguel Torcuato, 14, 252000, ALTA
2025-10-22, 1430, Lucia Lopez DNI 22727457, SUITE, Miguel Torcuato, 3, 90000, BAJA
2025-02-17, 1431, Ana Perez DNI 35272615, SENCILLA, Miguel Torcuato, 9, 90000, BAJA
2025-02-18, 1432, Diego Perez DNI 40958216, SENCILLA, Miguel Torcuato, 3, 30000, BAJA
2025-06-25, 1433, Juan Ruiz DNI 23581633, DOBLE, Miguel Torcuato, 8, 144000, MEDIA
2025-08-24, 1434, Juan Sosa DNI 34841667, SUITE, Miguel Torcuato, 3, 90000, BAJA
2025-12-18, 1435, Diego Mendez DNI 23523078, SENCILLA, Miguel Torcuato, 8, 80000, BAJA
2025-11-20, 1436, Juan Gomez DNI 31994546, DOBLE, Miguel Torcuato, 5, 90000, BAJA
2025-11-23, 1437, Pedro Lopez DNI 46957313, DOBLE, Miguel Torcuato, 15, 270000, ALTA
2025-02-13, 1438, Lucia Sosa DNI 15945635, DOBLE, Miguel Torcuato, 12, 216000, ALTA
2025-03-21, 1439, Laura Herrera DNI 12893705, SUITE, Miguel Torcuato, 5, 150000, MEDIA
2025-08-16, 1440, Pedro Perez DNI 21154477, SENCILLA, Miguel Torcuato, 1, 10000, BAJA
2025-11-21, 1441, Sofia Torres DNI 12417303, SUITE, Miguel Torcuato, 8, 240000, ALTA
2025-03-11, 1442, Pedro Mendez DNI 38430352, SUITE, Miguel Torcuato, 15, 450000, ALTA
2025-05-28, 1443, Lucia Gomez DNI 24202045, SENCILLA, Miguel Torcuato, 12, 120000, MEDIA
2025-03-04, 1444, Ana Gomez DNI 12731375, SUITE, Miguel Torcuato, 11, 330000, ALTA
2025-06-28, 1445, Pedro Sosa DNI 15835080, DOBLE, Miguel Torcuato, 4, 72000, BAJA
2025-01-19, 1446, Diego Diaz DNI 41570499, DOBLE, Miguel Torcuato, 4, 72000, BAJA
2025-01-08, 1447, Valentina Torres DNI 21796774, SUITE, Miguel Torcuato, 10, 300000, ALTA
2025-04-06, 1448, Sofia Herrera DNI 36204451, DOBLE, Miguel Torcuato, 6, 108000, MEDIA
2025-05-14, 1449, Pedro Perez DNI 16797511, SUITE, Miguel Torcuato, 2, 60000, BAJA
2025-06-27, 1450, Sofia Herrera DNI 38417150, SUITE, Miguel Torcuato, 15, 450000, ALTA
2025-07-09, 1451, Valentina Torres DNI 35240409, SUITE, Miguel Torcuato, 5, 150000, MEDIA
2025-06-17, 1452, Pedro Ruiz DNI 33714329, DOBLE, Miguel Torcuato, 13, 234000, ALTA
2025-08-11, 1453, Sofia Mendez DNI 45407068, SENCILLA, Miguel Torcuato, 14, 140000, MEDIA
2025-05-08, 1454, Juan Diaz DNI 48588488, SENCILLA, Miguel Torcuato, 2, 20000, BAJA
2025-03-27, 1455, Diego Gomez DNI 26671274, DOBLE, Miguel Torcuato, 14, 252000, ALTA
2025-07-24, 1456, Diego Herrera DNI 18177747, SUITE, Miguel Torcuato, 1, 30000, BAJA
2025-02-02, 1457, Marcos Mendez DNI 21332777, SUITE, Miguel Torcuato, 9, 270000, ALTA
2025-12-16, 1458, Sofia Diaz DNI 17446225, SUITE, Miguel Torcuato, 11, 330000, ALTA
2025-11-14, 1459, Ana Herrera DNI 33184139, SENCILLA, Miguel Torcuato, 14, 140000, MEDIA
2025-05-14, 1460, Lucia Gomez DNI 41140529, SENCILLA, Miguel Torcuato, 15, 150000, MEDIA
2025-11-14, 1461, Sofia Ruiz DNI 12154258, SUITE, Miguel Torcuato, 13, 390000, ALTA
2025-07-01, 1462, Valentina Ruiz DNI 10896232, SUITE, Miguel Torcuato, 3, 90000, BAJA
2025-01-11, 1463, Sofia Torres DNI 13219450, SUITE, Miguel Torcuato, 6, 180000, MEDIA
2025-01-05, 1464, Lucia Perez DNI 14412613, SUITE, Miguel Torcuato, 7, 210000, ALTA
2025-12-21, 1465, Valentina Perez DNI 35085887, SUITE, Miguel Torcuato, 9, 270000, ALTA
2025-03-09, 1466, Juan Fernandez DNI 18802850, SUITE, Miguel Torcuato, 11, 330000, ALTA
2025-05-19, 1467, Marcos Sosa DNI 11282333, SENCILLA, Miguel Torcuato, 2, 20000, BAJA
2025-09-05, 1468, Diego Gomez DNI 12136762, DOBLE, Miguel Torcuato, 10, 180000, MEDIA
2025-01-02, 1469, Ana Diaz DNI 11135816, SUITE, Miguel Torcuato, 15, 450000, ALTA
2025-09-01, 1470, Lucia Herrera DNI 19614606, DOBLE, Miguel Torcuato, 9, 162000, MEDIA
2025-01-22, 1471, Ana Torres DNI 38691445, SUITE, Miguel Torcuato, 8, 240000, ALTA
2025-02-19, 1472, Carlos Fernandez DNI 49983974, SENCILLA, Miguel Torcuato, 4, 40000, BAJA
2025-08-23, 1473, Valentina Torres DNI 47547765, SENCILLA, Miguel Torcuato, 3, 30000, BAJA
2025-03-22, 1474, Diego Sosa DNI 47358235, SUITE, Miguel Torcuato, 11, 330000, ALTA
2025-07-02, 1475, Pedro Mendez DNI 46334132, SENCILLA, Miguel Torcuato, 11, 110000, MEDIA
2025-12-03, 1476, Juan Herrera DNI 38607608, SENCILLA, Miguel Torcuato, 4, 40000, BAJA
2025-06-23, 1477, Ana Mendez DNI 36217127, SENCILLA, Miguel Torcuato, 1, 10000, BAJA
2025-05-04, 1478, Lucia Ruiz DNI 32380180, SUITE, Miguel Torcuato, 7, 210000, ALTA
2025-03-14, 1479, Juan Gomez DNI 12533428, DOBLE, Miguel Torcuato, 6, 108000, MEDIA
2025-01-27, 1480, Diego Mendez DNI 42984772, SENCILLA, Miguel Torcuato, 9, 90000, BAJA
2025-12-17, 1481, Marcos Mendez DNI 36496351, DOBLE, Miguel Torcuato, 5, 90000, BAJA
2025-08-28, 1482, Valentina Sosa DNI 30368698, SUITE, Miguel Torcuato, 9, 270000, ALTA
2025-10-21, 1483, Diego Ruiz DNI 19875725, DOBLE, Miguel Torcuato, 9, 162000, MEDIA
2025-01-15, 1484, Juan Mendez DNI 12832562, SENCILLA, Miguel Torcuato, 6, 60000, BAJA
2025-12-02, 1485, Laura Torres DNI 10931810, SUITE, Miguel Torcuato, 13, 390000, ALTA
2025-11-04, 1486, Lucia Lopez DNI 17686152, SUITE, Miguel Torcuato, 9, 270000, ALTA
2025-10-19, 1487, Valentina Ruiz DNI 24356555, SENCILLA, Miguel Torcuato, 11, 110000, MEDIA
2025-07-23, 1488, Ana Perez DNI 36056398, SUITE, Miguel Torcuato, 2, 60000, BAJA
2025-02-22, 1489, Sofia Torres DNI 26614142, SUITE, Miguel Torcuato, 9, 270000, ALTA
2025-07-28, 1490, Marcos Diaz DNI 18147852, SENCILLA, Miguel Torcuato, 2, 20000, BAJA
2025-09-27, 1491, Lucia Sosa DNI 47847873, SENCILLA, Miguel Torcuato, 12, 120000, MEDIA
2025-02-24, 1492, Valentina Herrera DNI 27680498, SUITE, Miguel Torcuato, 2, 60000, BAJA
2025-09-05, 1493, Diego Lopez DNI 12399989, SENCILLA, Miguel Torcuato, 2, 20000, BAJA
2025-05-11, 1494, Pedro Lopez DNI 20353257, SUITE, Miguel Torcuato, 11, 330000, ALTA
2025-01-28, 1495, Sofia Diaz DNI 32445574, SUITE, Miguel Torcuato, 10, 300000, ALTA
2025-03-26, 1496, Pedro Torres DNI 16640279, SENCILLA, Miguel Torcuato, 5, 50000, BAJA
2025-11-14, 1497, Lucia Lopez DNI 22029820, SUITE, Miguel Torcuato, 4, 120000, MEDIA
2025-12-20, 1498, Marcos Mendez DNI 31232498, DOBLE, Miguel Torcuato, 2, 36000, BAJA
2025-02-06, 1499, Lucia Herrera DNI 12913282, SENCILLA, Miguel Torcuato, 11, 110000, MEDIA
2025-03-26, 1500, Ana Fernandez DNI 24313154, SUITE, Miguel Torcuato, 5, 150000, MEDIA
2025-01-17, 1501, Pedro Gomez DNI 10800359, SUITE, Miguel Torcuato, 10, 300000, ALTA
2025-09-12, 1502, Sofia Fernandez DNI 21833578, SUITE, Miguel Torcuato, 13, 390000, ALTA
2025-04-17, 1503, Juan Torres DNI 32988333, SUITE, Miguel Torcuato, 7, 210000, ALTA
2025-11-04, 1504, Pedro Fernandez DNI 16852626, DOBLE, Miguel Torcuato, 5, 90000, BAJA
2025-09-21, 1505, Valentina Diaz DNI 20804972, DOBLE, Miguel Torcuato, 3, 54000, BAJA
2025-11-18, 1506, Laura Ruiz DNI 49935711, DOBLE, Miguel Torcuato, 11, 198000, MEDIA
2025-12-12, 1507, Diego Gomez DNI 43575133, SENCILLA, Miguel Torcuato, 13, 130000, MEDIA
