2025-03-08, 1001, Lucia Perez DNI 12447474, SENCILLA, Miguel Torcuato, 4, 40000, BAJA
2025-04-13, 1255, Juan Torres DNI 28290613, DOBLE, Miguel Torcuato, 4, 72000, BAJA
2025-05-17, 1256, Laura Sosa DNI 35809729, SENCILLA, Miguel Torcuato, 9, 90000, BAJA
2025-02-25, 1257, Pedro Fernandez DNI 27918894, SENCILLA, Miguel Torcuato, 13, 130000, MEDIA
2025-04-23, 1258, Laura Gomez DNI 23899185, SUITE, Miguel Torcuato, 4, 120000, MEDIA
2025-11-02, 1259, Sofia Diaz DNI 12309752, DOBLE, Miguel Torcuato, 7, 126000, MEDIA
2025-07-22, 1260, Pedro Gomez DNI 37307195, DOBLE, Miguel Torcuato, 9, 162000, MEDIA
2025-11-19, 1261, Valentina Herrera DNI 22543674, DOBLE, Miguel Torcuato, 10, 180000, MEDIA
2025-05-07, 1262, Marcos Ruiz DNI 41958470, SUITE, Miguel Torcuato, 9, 270000, ALTA
2025-05-10, 1263, Laura Gomez DNI 35969421, SUITE, Miguel Torcuato, 9, 270000, ALTA
2025-09-27, 1264, Pedro Herrera DNI 27865607, SUITE, Miguel Torcuato, 7, 210000, ALTA
2025-10-19, 1265, Lucia Gomez DNI 38373498, SUITE, Miguel Torcuato, 12, 360000, ALTA
2025-07-03, 1266, Valentina Mendez DNI 43488450, SENCILLA, Miguel Torcuato, 4, 40000, BAJA
2025-06-20, 1267, Carlos Herrera DNI 13582469, SUITE, Miguel Torcuato, 10, 300000, ALTA
2025-06-11, 1268, Juan Torres DNI 27158455, SENCILLA, Miguel Torcuato, 14, 140000, MEDIA
2025-12-08, 1269, Marcos Lopez DNI 32310382, DOBLE, Miguel Torcuato, 14, 252000, ALTA
2025-05-29, 1270, Valentina Gomez DNI 45204385, SUITE, Miguel Torcuato, 10, 300000, ALTA
2025-01-29, 1271, Valentina Torres DNI 27635585, SUITE, Miguel Torcuato, 15, 450000, ALTA
2025-11-29, 1272, Ana Herrera DNI 13060192, DOBLE, Miguel Torcuato, 7, 126000, MEDIA
2025-04-29, 1273, Valentina Herrera DNI 35431947, DOBLE, Miguel Torcuato, 3, 54000, BAJA
2025-06-25, 1274, Diego Ruiz DNI 11893695, SUITE, Miguel Torcuato, 11, 330000, ALTA
2025-02-06, 1275, Ana Sosa DNI 41698292, SUITE, Miguel Torcuato, 10, 300000, ALTA
2025-10-03, 1276, Sofia Diaz DNI 35563864, SENCILLA, Miguel Torcuato, 10, 100000, MEDIA
2025-04-06, 1277, Sofia Fernandez DNI 16370035, SUITE, Miguel Torcuato, 6, 180000, MEDIA
2025-02-10, 1278, Pedro Gomez DNI 15466395, DOBLE, Miguel Torcuato, 13, 234000, ALTA
2025-07-08, 1279, Lucia Torres DNI 30104036, SUITE, Miguel Torcuato, 1, 30000, BAJA
2025-02-19, 1280, Juan Gomez DNI 30333942, SENCILLA, Miguel Torcuato, 7, 70000, BAJA
2025-09-24, 1281, Sofia Diaz DNI 18937534, SUITE, Miguel Torcuato, 1, 30000, BAJA
2025-05-05, 1282, Juan Perez DNI 27958296, SUITE, Miguel Torcuato, 4, 120000, MEDIA
2025-06-06, 1283, Lucia Fernandez DNI 32726698, SUITE, Miguel Torcuato, 8, 240000, ALTA
2025-07-13, 1284, Laura Fernandez DNI 38745686, SUITE, Miguel Torcuato, 1, 30000, BAJA
2025-11-01, 1285, Juan Lopez DNI 43069109, SUITE, Miguel Torcuato, 12, 360000, ALTA
2025-06-16, 1286, Marcos Ruiz DNI 39387447, SUITE, Miguel Torcuato, 2, 60000, BAJA
2025-12-23, 1287, Pedro Gomez DNI 40572334, SUITE, Miguel Torcuato, 11, 330000, ALTA
2025-03-29, 1288, Laura Diaz DNI 25331732, DOBLE, Miguel Torcuato, 4, 72000, BAJA
2025-07-31, 1289, Lucia Ruiz DNI 36843411, SENCILLA, Miguel Torcuato, 14, 140000, MEDIA
2025-09-05, 1290, Lucia Perez DNI 16072927, SENCILLA, Miguel Torcuato, 1, 10000, BAJA
2025-12-02, 1291, Ana Torres DNI 34522412, SENCILLA, Miguel Torcuato, 10, 100000, MEDIA
2025-08-26, 1292, Juan Gomez DNI 25513741, SENCILLA, Miguel Torcuato, 12, 120000, MEDIA
2025-11-30, 1293, Juan Fernandez DNI 22219203, SENCILLA, Miguel Torcuato, 4, 40000, BAJA
2025-02-09, 1294, Diego Sosa DNI 32636822, DOBLE, Miguel Torcuato, 11, 198000, MEDIA
2025-07-14, 1295, Diego Gomez DNI 25301235, SENCILLA, Miguel Torcuato, 13, 130000, MEDIA
2025-07-04, 1296, Juan Fernandez DNI 16830497, DOBLE, Miguel Torcuato, 6, 108000, MEDIA
2025-02-16, 1297, Laura Fernandez DNI 18342052, DOBLE, Miguel Torcuato, 14, 252000, ALTA
2025-01-25, 1298, Valentina Sosa DNI 19366726, DOBLE, Miguel Torcuato, 5, 90000, BAJA
2025-02-11, 1299, Laura Diaz DNI 43414305, SUITE, Miguel Torcuato, 3, 90000, BAJA
2025-02-22, 1300, Carlos Herrera DNI 32709620, SUITE, Miguel Torcuato, 2, 60000, BAJA
2025-04-07, 1301, Diego Diaz DNI 26901320, SUITE, Miguel Torcuato, 6, 180000, MEDIA
2025-04-17, 1302, Juan Lopez DNI 25786362, DOBLE, Miguel Torcuato, 12, 216000, ALTA
2025-03-27, 1303, Carlos Fernandez DNI 24462568, SENCILLA, Miguel Torcuato, 10, 100000, MEDIA
2025-02-21, 1304, Laura Perez DNI 37140393, SENCILLA, Miguel Torcuato, 14, 140000, MEDIA
2025-04-02, 1305, Ana Herrera DNI 17044273, SUITE, Miguel Torcuato, 13, 390000, ALTA
2025-03-11, 1306, Ana Torres DNI 23551646, SUITE, Miguel Torcuato, 5, 150000, MEDIA
2025-09-12, 1307, Ana Lopez DNI 41015629, DOBLE, Miguel Torcuato, 12, 216000, ALTA
2025-03-08, 1308, Sofia Ruiz DNI 30770598, SENCILLA, Miguel Torcuato, 14, 140000, MEDIA
2025-07-25, 1309, Carlos Sosa DNI 18768148, DOBLE, Miguel Torcuato, 6, 108000, MEDIA
2025-01-18, 1310, Lucia Lopez DNI 14707651, DOBLE, Miguel Torcuato, 15, 270000, ALTA
2025-09-17, 1311, Juan Perez DNI 43662309, SENCILLA, Miguel Torcuato, 1, 10000, BAJA
2025-03-08, 1312, Sofia Lopez DNI 39949908, SUITE, Miguel Torcuato, 8, 240000, ALTA
2025-05-27, 1313, Pedro Perez DNI 24227735, DOBLE, Miguel Torcuato, 11, 198000, MEDIA
2025-09-01, 1314, Sofia Ruiz DNI 20595289, DOBLE, Miguel Torcuato, 8, 144000, MEDIA
2025-09-15, 1315, Carlos Mendez DNI 25000854, SUITE, Miguel Torcuato, 2, 60000, BAJA
2025-06-28, 1316, Ana Herrera DNI 10861276, SUITE, Miguel Torcuato, 4, 120000, MEDIA
2025-11-03, 1317, Pedro Sosa DNI 22717971, DOBLE, Miguel Torcuato, 3, 54000, BAJA
2025-07-10, 1318, Ana Mendez DNI 40192116, DOBLE, Miguel Torcuato, 10, 180000, MEDIA
2025-12-24, 1319, Lucia Lopez DNI 19357790, SUITE, Miguel Torcuato, 14, 420000, ALTA
2025-11-20, 1320, Ana Torres DNI 19798334, DOBLE, Miguel Torcuato, 2, 36000, BAJA
2025-07-03, 1321, Juan Diaz DNI 14997245, SUITE, Miguel Torcuato, 5, 150000, MEDIA
2025-09-24, 1322, Marcos Lopez DNI 25300285, SENCILLA, Miguel Torcuato, 6, 60000, BAJA
2025-03-01, 1323, Marcos Mendez DNI 13633233, SUITE, Miguel Torcuato, 8, 240000, ALTA
2025-06-16, 1324, Diego Gomez DNI 48832831, DOBLE, Miguel Torcuato, 15, 270000, ALTA
2025-08-11, 1325, Pedro Perez DNI 18516404, DOBLE, Miguel Torcuato, 15, 270000, ALTA
2025-11-22, 1326, Carlos Lopez DNI 32270848, DOBLE, Miguel Torcuato, 2, 36000, BAJA
2025-10-03, 1327, Pedro Gomez DNI 35379009, SENCILLA, Miguel Torcuato, 2, 20000, BAJA
2025-08-21, 1328, Valentina Gomez DNI 45030614, DOBLE, Miguel Torcuato, 5, 90000, BAJA
2025-07-24, 1329, Lucia Gomez DNI 39429392, SUITE, Miguel Torcuato, 9, 270000, ALTA
2025-08-22, 1330, Lucia Sosa DNI 13293574, DOBLE, Miguel Torcuato, 12, 216000, ALTA
2025-09-27, 1331, Lucia Lopez DNI 38070066, SUITE, Miguel Torcuato, 6, 180000, MEDIA
2025-04-21, 1332, Laura Sosa DNI 27766681, SENCILLA, Miguel Torcuato, 11, 110000, MEDIA
2025-06-28, 1333, Diego Diaz DNI 21506127, SUITE, Miguel Torcuato, 10, 300000, ALTA
2025-05-04, 1334, Marcos Gomez DNI 43048533, SENCILLA, Miguel Torcuato, 2, 20000, BAJA
2025-05-12, 1335, Diego Sosa DNI 43901685, DOBLE, Miguel Torcuato, 6, 108000, MEDIA
2025-06-01, 1336, Ana Torres DNI 36771535, DOBLE, Miguel Torcuato, 3, 54000, BAJA
2025-09-27, 1337, Pedro Lopez DNI 39447033, SUITE, Miguel Torcuato, 14, 420000, ALTA
2025-03-19, 1338, Lucia Diaz DNI 28435110, SENCILLA, Miguel Torcuato, 7, 70000, BAJA
2025-01-11, 1339, Marcos Mendez DNI 18431486, SUITE, Miguel Torcuato, 9, 270000, ALTA
2025-11-18, 1340, Marcos Fernandez DNI 46194643, SENCILLA, Miguel Torcuato, 3, 30000, BAJA
2025-04-05, 1341, Laura Fernandez DNI 49477147, DOBLE, Miguel Torcuato, 4, 72000, BAJA
2025-03-13, 1342, Pedro Mendez DNI 48692260, DOBLE, Miguel Torcuato, 10, 180000, MEDIA
2025-09-24, 1343, Laura Torres DNI 33577377, SENCILLA, Miguel Torcuato, 11, 110000, MEDIA
2025-03-05, 1344, Pedro Sosa DNI 25117391, DOBLE, Miguel Torcuato, 10, 180000, MEDIA
2025-12-13, 1345, Juan Perez DNI 31629556, SUITE, Miguel Torcuato, 11, 330000, ALTA
2025-08-22, 1346, Marcos Herrera DNI 36014008, SUITE, Miguel Torcuato, 15, 450000, ALTA
2025-02-21, 1347, Sofia Gomez DNI 21868860, DOBLE, Miguel Torcuato, 11, 198000, MEDIA
2025-02-09, 1348, Pedro Lopez DNI 36767042, SENCILLA, Miguel Torcuato, 11, 110000, MEDIA
2025-05-20, 1349, Pedro Torres DNI 20099443, SENCILLA, Miguel Torcuato, 3, 30000, BAJA
2025-04-12, 1350, Sofia Mendez DNI 37559368, SENCILLA, Miguel Torcuato, 4, 40000, BAJA
2025-03-04, 1351, Laura Herrera DNI 41805322, SUITE, Miguel Torcuato, 11, 330000, ALTA
2025-10-11, 1352, Diego Gomez DNI 19411817, SUITE, Miguel Torcuato, 3, 90000, BAJA
2025-11-18, 1353, Marcos Torres DNI 12181719, SENCILLA, Miguel Torcuato, 5, 50000, BAJA
2025-10-02, 1354, Sofia Perez DNI 19481724, SENCILLA, Miguel Torcuato, 2, 20000, BAJA
2025-07-01, 1355, Laura Fernandez DNI 34521634, SUITE, Miguel Torcuato, 9, 270000, ALTA
2025-07-15, 1356, Ana Perez DNI 40152880, SENCILLA, Miguel Torcuato, 12, 120000, MEDIA
2025-07-22, 1357, Diego Diaz DNI 46576728, SENCILLA, Miguel Torcuato, 7, 70000, BAJA
2025-11-11, 1358, Carlos Fernandez DNI 18449736, SENCILLA, Miguel Torcuato, 14, 140000, MEDIA
2025-04-05, 1359, Ana Mendez DNI 15748689, SENCILLA, Miguel Torcuato, 13, 130000, MEDIA
2025-09-17, 1360, Sofia Lopez DNI 49710202, SENCILLA, Miguel Torcuato, 4, 40000, BAJA
2025-04-12, 1361, Carlos Gomez DNI 14545480, SUITE, Miguel Torcuato, 8, 240000, ALTA
2025-02-03, 1362, Carlos Mendez DNI 26108909, SUITE, Miguel Torcuato, 8, 240000, ALTA
2025-02-01, 1363, Diego Gomez DNI 29814111, SENCILLA, Miguel Torcuato, 8, 80000, BAJA
2025-01-30, 1364, Ana Perez DNI 48568148, DOBLE, Miguel Torcuato, 13, 234000, ALTA
2025-06-13, 1365, Pedro Lopez DNI 38119380, SUITE, Miguel Torcuato, 15, 450000, ALTA
2025-12-07, 1366, Carlos Mendez DNI 36247985, SUITE, Miguel Torcuato, 1, 30000, BAJA
2025-06-21, 1367, Valentina Perez DNI 37584844, SENCILLA, Miguel Torcuato, 6, 60000, BAJA
2025-05-10, 1368, Lucia Diaz DNI 17725362, SUITE, Miguel Torcuato, 10, 300000, ALTA
2025-07-11, 1369, Diego Ruiz DNI 37139138, DOBLE, Miguel Torcuato, 7, 126000, MEDIA
2025-08-05, 1370, Marcos Torres DNI 34048426, SENCILLA, Miguel Torcuato, 9, 90000, BAJA
2025-06-01, 1371, Laura Ruiz DNI 34878869, SUITE, Miguel Torcuato, 4, 120000, MEDIA
2025-07-08, 1372, Lucia Fernandez DNI 39340340, DOBLE, Miguel Torcuato, 5, 90000, BAJA
2025-03-06, 1373, Marcos Ruiz DNI 33139508, SENCILLA, Miguel Torcuato, 3, 30000, BAJA
2025-06-19, 1374, Sofia Sosa DNI 23592050, SUITE, Miguel Torcuato, 5, 150000, MEDIA
2025-12-05, 1375, Diego Fernandez DNI 42422254, SENCILLA, Miguel Torcuato, 2, 20000, BAJA
2025-01-21, 1376, Pedro Ruiz DNI 23142630, SUITE, Miguel Torcuato, 2, 60000, BAJA
2025-03-21, 1377, Diego Mendez DNI 48782690, SUITE, Miguel Torcuato, 4, 120000, MEDIA
2025-03-11, 1378, Diego Herrera DNI 35721714, SUITE, Miguel Torcuato, 14, 420000, ALTA
2025-04-02, 1379, Ana Fernandez DNI 26666248, DOBLE, Miguel Torcuato, 2, 36000, BAJA
2025-02-12, 1380, Valentina Ruiz DNI 21943034, DOBLE, Miguel Torcuato, 12, 216000, ALTA
2025-09-16, 1381, Diego Torres DNI 26263394, SUITE, Miguel Torcuato, 11, 330000, ALTA
2025-03-28, 1382, Diego Lopez DNI 10272539, DOBLE, Miguel Torcuato, 1, 18000, BAJA
2025-10-24, 1383, Lucia Perez DNI 37839819, SENCILLA, Miguel Torcuato, 12, 120000, MEDIA
2025-12-12, 1384, Pedro Sosa DNI 33875598, DOBLE, Miguel Torcuato, 8, 144000, MEDIA
2025-12-11, 1385, Valentina Mendez DNI 44315362, SENCILLA, Miguel Torcuato, 3, 30000, BAJA
2025-07-17, 1386, Juan Torres DNI 12004263, DOBLE, Miguel Torcuato, 3, 54000, BAJA
2025-11-22, 1387, Marcos Ruiz DNI 32790427, SUITE, Miguel Torcuato, 7, 210000, ALTA
2025-01-20, 1388, Carlos Mendez DNI 16253292, SUITE, Miguel Torcuato, 13, 390000, ALTA
2025-08-01, 1389, Diego Herrera DNI 49245931, DOBLE, Miguel Torcuato, 1, 18000, BAJA
2025-10-23, 1390, Laura Mendez DNI 26240986, SUITE, Miguel Torcuato, 4, 120000, MEDIA
2025-09-16, 1391, Diego Gomez DNI 25721366, SUITE, Miguel Torcuato, 12, 360000, ALTA
2025-11-20, 1392, Carlos Fernandez DNI 47291843, SUITE, Miguel Torcuato, 4, 120000, MEDIA
2025-07-04, 1393, Pedro Lopez DNI 49669023, SENCILLA, Miguel Torcuato, 15, 150000, MEDIA
2025-11-13, 1394, Carlos Lopez DNI 17316422, DOBLE, Miguel Torcuato, 13, 234000, ALTA
2025-11-18, 1395, Diego Mendez DNI 29148371, SUITE, Miguel Torcuato, 9, 270000, ALTA
2025-11-10, 1396, Valentina Herrera DNI 13565937, SUITE, Miguel Torcuato, 8, 240000, ALTA
2025-08-31, 1397, Marcos Sosa DNI 38833146, SENCILLA, Miguel Torcuato, 2, 20000, BAJA
2025-12-02, 1398, Juan Mendez DNI 14743937, DOBLE, Miguel Torcuato, 15, 270000, ALTA
2025-05-22, 1399, Diego Diaz DNI 31579427, DOBLE, Miguel Torcuato, 1, 18000, BAJA
2025-01-04, 1400, Diego Gomez DNI 44736571, DOBLE, Miguel Torcuato, 13, 234000, ALTA
2025-02-23, 1401, Pedro Sosa DNI 48597907, DOBLE, Miguel Torcuato, 12, 216000, ALTA
2025-02-18, 1402, Marcos Ruiz DNI 42698223, SENCILLA, Miguel Torcuato, 9, 90000, BAJA
2025-08-31, 1403, Ana Lopez DNI 15542226, DOBLE, Miguel Torcuato, 6, 108000, MEDIA
2025-08-30, 1404, Sofia Perez DNI 10346130, SUITE, Miguel Torcuato, 15, 450000, ALTA
2025-04-05, 1405, Carlos Sosa DNI 23630426, SENCILLA, Miguel Torcuato, 1, 10000, BAJA
2025-03-14, 1406, Carlos Sosa DNI 10525565, SUITE, Miguel Torcuato, 6, 180000, MEDIA
2025-11-27, 1407, Lucia Lopez DNI 47227109, SUITE, Miguel Torcuato, 13, 390000, ALTA
2025-10-22, 1408, Valentina Herrera DNI 29454414, SUITE, Miguel Torcuato, 4, 120000, MEDIA
2025-07-26, 1409, Lucia Ruiz DNI 28273754, DOBLE, Miguel Torcuato, 11, 198000, MEDIA
2025-03-12, 1410, Lucia Diaz DNI 29478754, SUITE, Miguel Torcuato, 2, 60000, BAJA
2025-10-13, 1411, Diego Ruiz DNI 12177756, DOBLE, Miguel Torcuato, 4, 72000, BAJA
2025-12-23, 1412, Sofia Fernandez DNI 39252469, SENCILLA, Miguel Torcuato, 2, 20000, BAJA
2025-04-22, 1413, Sofia Ruiz DNI 24068472, DOBLE, Miguel Torcuato, 6, 108000, MEDIA
2025-07-19, 1414, Laura Fernandez DNI 47298015, SUITE, Miguel Torcuato, 5, 150000, MEDIA
2025-10-03, 1415, Carlos Perez DNI 19200752, SUITE, Miguel Torcuato, 3, 90000, BAJA
2025-03-23, 1416, Laura Fernandez DNI 14095604, SENCILLA, Miguel Torcuato, 12, 120000, MEDIA
2025-11-03, 1417, Juan Sosa DNI 37041456, SUITE, Miguel Torcuato, 5, 150000, MEDIA
2025-08-21, 1418, Juan Perez DNI 27138559, SUITE, Miguel Torcuato, 2, 60000, BAJA
2025-06-03, 1419, Marcos Gomez DNI 24396757, DOBLE, Miguel Torcuato, 5, 90000, BAJA
2025-11-24, 1420, Lucia Torres DNI 43604834, SUITE, Miguel Torcuato, 15, 450000, ALTA
2025-11-03, 1421, Carlos Lopez DNI 21462621, SUITE, Miguel Torcuato, 13, 390000, ALTA
2025-05-20, 1422, Juan Diaz DNI 33098582, SUITE, Miguel Torcuato, 15, 450000, ALTA
2025-05-26, 1423, Lucia Diaz DNI 37273740, SENCILLA, Miguel Torcuato, 5, 50000, BAJA
2025-01-03, 1424, Lucia Torres DNI 19017433, SUITE, Miguel Torcuato, 8, 240000, ALTA
2025-07-07, 1425, Ana Herrera DNI 33179832, SENCILLA, Miguel Torcuato, 2, 20000, BAJA
2025-11-14, 1426, Juan Fernandez DNI 47493500, SUITE, Miguel Torcuato, 3, 90000, BAJA
2025-12-27, 1427, Pedro Mendez DNI 42369761, SUITE, Miguel Torcuato, 2, 60000, BAJA
2025-04-18, 1428, Valentina Fernandez DNI 17771929, SENCILLA, Miguel Torcuato, 8, 80000, BAJA
2025-09-20, 1429, Pedro Gomez DNI 45465838, DOBLE, Miguel Torcuato, 15, 270000, ALTA
2025-09-15, 1430, Diego Lopez DNI 39837394, DOBLE, Miguel Torcuato, 8, 144000, MEDIA
2025-02-25, 1431, Pedro Torres DNI 26626788, DOBLE, Miguel Torcuato, 10, 180000, MEDIA
2025-09-02, 1432, Pedro Lopez DNI 40654063, SUITE, Miguel Torcuato, 12, 360000, ALTA
2025-09-27, 1433, Ana Gomez DNI 24062142, DOBLE, Miguel Torcuato, 5, 90000, BAJA
2025-06-09, 1434, Laura Lopez DNI 31783171, SENCILLA, Miguel Torcuato, 1, 10000, BAJA
2025-08-21, 1435, Carlos Fernandez DNI 33988194, DOBLE, Miguel Torcuato, 2, 36000, BAJA
2025-08-06, 1436, Diego Fernandez DNI 48303028, SUITE, Miguel Torcuato, 10, 300000, ALTA
2025-11-27, 1437, Laura Ruiz DNI 37858232, SUITE, Miguel Torcuato, 6, 180000, MEDIA
2025-07-28, 1438, Valentina Lopez DNI 32553120, SENCILLA, Miguel Torcuato, 1, 10000, BAJA
2025-01-08, 1439, Marcos Torres DNI 12453598, SUITE, Miguel Torcuato, 15, 450000, ALTA
2025-11-16, 1440, Laura Perez DNI 35498211, SENCILLA, Miguel Torcuato, 10, 100000, MEDIA
2025-04-04, 1441, Laura Perez DNI 30781055, SENCILLA, Miguel Torcuato, 9, 90000, BAJA
2025-06-05, 1442, Lucia Fernandez DNI 39831230, SUITE, Miguel Torcuato, 9, 270000, ALTA
2025-01-03, 1443, Pedro Lopez DNI 27597385, DOBLE, Miguel Torcuato, 7, 126000, MEDIA
2025-10-25, 1444, Sofia Ruiz DNI 16461914, DOBLE, Miguel Torcuato, 11, 198000, MEDIA
2025-08-06, 1445, Carlos Lopez DNI 33987461, SENCILLA, Miguel Torcuato, 5, 50000, BAJA
2025-11-21, 1446, Marcos Herrera DNI 48655282, SENCILLA, Miguel Torcuato, 13, 130000, MEDIA
2025-02-24, 1447, Ana Fernandez DNI 35855816, DOBLE, Miguel Torcuato, 12, 216000, ALTA
2025-04-28, 1448, Ana Sosa DNI 11861911, SUITE, Miguel Torcuato, 10, 300000, ALTA
2025-03-11, 1449, Diego Gomez DNI 29088720, DOBLE, Miguel Torcuato, 11, 198000, MEDIA
2025-12-10, 1450, Pedro Diaz DNI 10093526, SENCILLA, Miguel Torcuato, 4, 40000, BAJA
2025-12-13, 1451, Lucia Herrera DNI 45168242, SENCILLA, Miguel Torcuato, 12, 120000, MEDIA
2025-07-19, 1452, Pedro Herrera DNI 49660541, SENCILLA, Miguel Torcuato, 8, 80000, BAJA
2025-11-09, 1453, Lucia Mendez DNI 32670136, DOBLE, Miguel Torcuato, 11, 198000, MEDIA
2025-05-02, 1454, Laura Torres DNI 33922115, SUITE, Miguel Torcuato, 9, 270000, ALTA
2025-01-27, 1455, Marcos Fernandez DNI 26886672, DOBLE, Miguel Torcuato, 13, 234000, ALTA
2025-09-15, 1456, Ana Herrera DNI 18860557, SUITE, Miguel Torcuato, 2, 60000, BAJA
2025-05-28, 1457, Sofia Gomez DNI 21662119, SUITE, Miguel Torcuato, 4, 120000, MEDIA
2025-09-28, 1458, Juan Perez DNI 27151765, SENCILLA, Miguel Torcuato, 7, 70000, BAJA
2025-08-18, 1459, Lucia Gomez DNI 29838300, SUITE, Miguel Torcuato, 5, 150000, MEDIA
2025-05-14, 1460, Carlos Fernandez DNI 36932397, SUITE, Miguel Torcuato, 12, 360000, ALTA
2025-01-01, 1461, Sofia Fernandez DNI 44100312, DOBLE, Miguel Torcuato, 9, 162000, MEDIA
2025-11-05, 1462, Pedro Mendez DNI 20901034, SUITE, Miguel Torcuato, 9, 270000, ALTA
2025-11-02, 1463, Valentina Gomez DNI 38078484, SENCILLA, Miguel Torcuato, 9, 90000, BAJA
2025-03-30, 1464, Laura Gomez DNI 36480295, SUITE, Miguel Torcuato, 3, 90000, BAJA
2025-09-22, 1465, Laura Torres DNI 36540135, SUITE, Miguel Torcuato, 2, 60000, BAJA
2025-05-20, 1466, Ana Fernandez DNI 25193585, SENCILLA, Miguel Torcuato, 13, 130000, MEDIA
2025-01-27, 1467, Valentina Diaz DNI 10483192, DOBLE, Miguel Torcuato, 10, 180000, MEDIA
2025-03-12, 1468, Laura Fernandez DNI 41152967, SUITE, Miguel Torcuato, 12, 360000, ALTA
2025-01-07, 1469, Carlos Perez DNI 45005937, SENCILLA, Miguel Torcuato, 9, 90000, BAJA
2025-07-31, 1470, Juan Diaz DNI 44513593, DOBLE, Miguel Torcuato, 13, 234000, ALTA
2025-01-14, 1471, Pedro Ruiz DNI 41366676, SENCILLA, Miguel Torcuato, 13, 130000, MEDIA
2025-10-09, 1472, Diego Fernandez DNI 32322088, DOBLE, Miguel Torcuato, 15, 270000, ALTA
2025-12-14, 1473, Laura Mendez DNI 47747160, DOBLE, Miguel Torcuato, 2, 36000, BAJA
2025-05-19, 1474, Laura Herrera DNI 21726460, SENCILLA, Miguel Torcuato, 4, 40000, BAJA
2025-06-18, 1475, Sofia Mendez DNI 38036907, SENCILLA, Miguel Torcuato, 2, 20000, BAJA
2025-07-14, 1476, Juan Ruiz DNI 46032744, SENCILLA, Miguel Torcuato, 4, 40000, BAJA
2025-06-03, 1477, Sofia Perez DNI 28384262, DOBLE, Miguel Torcuato, 12, 216000, ALTA
2025-07-05, 1478, Valentina Sosa DNI 15741202, SUITE, Miguel Torcuato, 12, 360000, ALTA
2025-02-01, 1479, Lucia Mendez DNI 26262799, SENCILLA, Miguel Torcuato, 13, 130000, MEDIA
2025-08-14, 1480, Valentina Lopez DNI 32550813, SUITE, Miguel Torcuato, 6, 180000, MEDIA
2025-09-07, 1481, Juan Sosa DNI 40412205, DOBLE, Miguel Torcuato, 6, 108000, MEDIA
2025-10-29, 1482, Ana Torres DNI 34883282, SENCILLA, Miguel Torcuato, 11, 110000, MEDIA
2025-08-08, 1483, Valentina Torres DNI 32318976, DOBLE, Miguel Torcuato, 7, 126000, MEDIA
2025-07-15, 1484, Diego Torres DNI 34661315, SENCILLA, Miguel Torcuato, 4, 40000, BAJA
2025-04-29, 1485, Sofia Herrera DNI 29909229, SENCILLA, Miguel Torcuato, 13, 130000, MEDIA
2025-02-20, 1486, Carlos Torres DNI 38630426, SUITE, Miguel Torcuato, 11, 330000, ALTA
2025-12-29, 1487, Juan Sosa DNI 27961926, SUITE, Miguel Torcuato, 11, 330000, ALTA
2025-09-19, 1488, Laura Herrera DNI 34317323, SUITE, Miguel Torcuato, 3, 90000, BAJA
2025-07-26, 1489, Diego Herrera DNI 36848271, SENCILLA, Miguel Torcuato, 10, 100000, MEDIA
2025-07-12, 1490, Pedro Gomez DNI 12912235, DOBLE, Miguel Torcuato, 2, 36000, BAJA
2025-02-20, 1491, Laura Gomez DNI 46188771, SENCILLA, Miguel Torcuato, 4, 40000, BAJA
2025-12-28, 1492, Laura Herrera DNI 34768615, DOBLE, Miguel Torcuato, 4, 72000, BAJA
2025-05-22, 1493, Marcos Mendez DNI 24468862, DOBLE, Miguel Torcuato, 13, 234000, ALTA
2025-01-05, 1494, Carlos Lopez DNI 11487319, DOBLE, Miguel Torcuato, 3, 54000, BAJA
2025-06-19, 1495, Carlos Ruiz DNI 29239644, SUITE, Miguel Torcuato, 10, 300000, ALTA
2025-12-01, 1496, Valentina Gomez DNI 14309689, DOBLE, Miguel Torcuato, 9, 162000, MEDIA
2025-09-21, 1497, Juan Gomez DNI 46833926, DOBLE, Miguel Torcuato, 13, 234000, ALTA
2025-04-08, 1498, Marcos Mendez DNI 39659073, DOBLE, Miguel Torcuato, 4, 72000, BAJA
2025-09-16, 1499, Pedro Torres DNI 46174837, DOBLE, Miguel Torcuato, 3, 54000, BAJA
2025-11-17, 1500, Valentina Fernandez DNI 28500245, SUITE, Miguel Torcuato, 10, 300000, ALTA
2025-11-10, 1501, Marcos Gomez DNI 25728024, SENCILLA, Miguel Torcuato, 8, 80000, BAJA
2025-11-26, 1502, Pedro Perez DNI 40351518, DOBLE, Miguel Torcuato, 5, 90000, BAJA
2025-07-05, 1503, Diego Gomez DNI 46021368, SUITE, Miguel Torcuato, 6, 180000, MEDIA
2025-02-04, 1504, Diego Torres DNI 40960131, SUITE, Miguel Torcuato, 14, 420000, ALTA
2025-07-02, 1505, Pedro Mendez DNI 13134852, DOBLE, Miguel Torcuato, 7, 126000, MEDIA
2025-01-28, 1506, Laura Gomez DNI 44728119, DOBLE, Miguel Torcuato, 3, 54000, BAJA
2025-02-06, 1507, Ana Perez DNI 24391791, SENCILLA, Miguel Torcuato, 2, 20000, BAJA
2025-12-20, 1508, Carlos Diaz DNI 31469626, SUITE, Miguel Torcuato, 1, 30000, BAJA
