Fecha,NumeroReserva,Huesped,TipoHabitacion,Empleado,Noches,Total,Calidad
12/09/2025, 1254, Marcos Sosa DNI 23304362, SENCILLA, Miguel Torcuato, 4, 40000, BAJA
13/04/2025, 1255, Juan Torres DNI 28290613, DOBLE, Miguel Torcuato, 4, 72000, BAJA
17/05/2025, 1256, Laura Sosa DNI 35809729, SENCILLA, Miguel Torcuato, 9, 90000, BAJA
25/02/2025, 1257, Pedro Fernandez DNI 27918894, SENCILLA, Miguel Torcuato, 13, 130000, MEDIA
23/04/2025, 1258, Laura Gomez DNI 23899185, SUITE, Miguel Torcuato, 4, 120000, MEDIA
02/11/2025, 1259, Sofia Diaz DNI 12309752, DOBLE, Miguel Torcuato, 7, 126000, MEDIA
22/07/2025, 1260, Pedro Gomez DNI 37307195, DOBLE, Miguel Torcuato, 9, 162000, MEDIA
19/11/2025, 1261, Valentina Herrera DNI 22543674, DOBLE, Miguel Torcuato, 10, 180000, MEDIA
07/05/2025, 1262, Marcos Ruiz DNI 41958470, SUITE, Miguel Torcuato, 9, 270000, ALTA
10/05/2025, 1263, Laura Gomez DNI 35969421, SUITE, Miguel Torcuato, 9, 270000, ALTA
27/09/2025, 1264, Pedro Herrera DNI 27865607, SUITE, Miguel Torcuato, 7, 210000, ALTA
19/10/2025, 1265, Lucia Gomez DNI 38373498, SUITE, Miguel Torcuato, 12, 360000, ALTA
03/07/2025, 1266, Valentina Mendez DNI 43488450, SENCILLA, Miguel Torcuato, 4, 40000, BAJA
20/06/2025, 1267, Carlos Herrera DNI 13582469, SUITE, Miguel Torcuato, 10, 300000, ALTA
11/06/2025, 1268, Juan Torres DNI 27158455, SENCILLA, Miguel Torcuato, 14, 140000, MEDIA
08/12/2025, 1269, Marcos Lopez DNI 32310382, DOBLE, Miguel Torcuato, 14, 252000, ALTA
29/05/2025, 1270, Valentina Gomez DNI 45204385, SUITE, Miguel Torcuato, 10, 300000, ALTA
29/01/2025, 1271, Valentina Torres DNI 27635585, SUITE, Miguel Torcuato, 15, 450000, ALTA
29/11/2025, 1272, Ana Herrera DNI 13060192, DOBLE, Miguel Torcuato, 7, 126000, MEDIA
29/04/2025, 1273, Valentina Herrera DNI 35431947, DOBLE, Miguel Torcuato, 3, 54000, BAJA
25/06/2025, 1274, Diego Ruiz DNI 11893695, SUITE, Miguel Torcuato, 11, 330000, ALTA
06/02/2025, 1275, Ana Sosa DNI 41698292, SUITE, Miguel Torcuato, 10, 300000, ALTA
03/10/2025, 1276, Sofia Diaz DNI 35563864, SENCILLA, Miguel Torcuato, 10, 100000, MEDIA
06/04/2025, 1277, Sofia Fernandez DNI 16370035, SUITE, Miguel Torcuato, 6, 180000, MEDIA
10/02/2025, 1278, Pedro Gomez DNI 15466395, DOBLE, Miguel Torcuato, 13, 234000, ALTA
08/07/2025, 1279, Lucia Torres DNI 30104036, SUITE, Miguel Torcuato, 1, 30000, BAJA
19/02/2025, 1280, Juan Gomez DNI 30333942, SENCILLA, Miguel Torcuato, 7, 70000, BAJA
24/09/2025, 1281, Sofia Diaz DNI 18937534, SUITE, Miguel Torcuato, 1, 30000, BAJA
05/05/2025, 1282, Juan Perez DNI 27958296, SUITE, Miguel Torcuato, 4, 120000, MEDIA
06/06/2025, 1283, Lucia Fernandez DNI 32726698, SUITE, Miguel Torcuato, 8, 240000, ALTA
13/07/2025, 1284, Laura Fernandez DNI 38745686, SUITE, Miguel Torcuato, 1, 30000, BAJA
01/11/2025, 1285, Juan Lopez DNI 43069109, SUITE, Miguel Torcuato, 12, 360000, ALTA
16/06/2025, 1286, Marcos Ruiz DNI 39387447, SUITE, Miguel Torcuato, 2, 60000, BAJA
23/12/2025, 1287, Pedro Gomez DNI 40572334, SUITE, Miguel Torcuato, 11, 330000, ALTA
29/03/2025, 1288, Laura Diaz DNI 25331732, DOBLE, Miguel Torcuato, 4, 72000, BAJA
31/07/2025, 1289, Lucia Ruiz DNI 36843411, SENCILLA, Miguel Torcuato, 14, 140000, MEDIA
05/09/2025, 1290, Lucia Perez DNI 16072927, SENCILLA, Miguel Torcuato, 1, 10000, BAJA
02/12/2025, 1291, Ana Torres DNI 34522412, SENCILLA, Miguel Torcuato, 10, 100000, MEDIA
26/08/2025, 1292, Juan Gomez DNI 25513741, SENCILLA, Miguel Torcuato, 12, 120000, MEDIA
30/11/2025, 1293, Juan Fernandez DNI 22219203, SENCILLA, Miguel Torcuato, 4, 40000, BAJA
09/02/2025, 1294, Diego Sosa DNI 32636822, DOBLE, Miguel Torcuato, 11, 198000, MEDIA
14/07/2025, 1295, Diego Gomez DNI 25301235, SENCILLA, Miguel Torcuato, 13, 130000, MEDIA
04/07/2025, 1296, Juan Fernandez DNI 16830497, DOBLE, Miguel Torcuato, 6, 108000, MEDIA
16/02/2025, 1297, Laura Fernandez DNI 18342052, DOBLE, Miguel Torcuato, 14, 252000, ALTA
25/01/2025, 1298, Valentina Sosa DNI 19366726, DOBLE, Miguel Torcuato, 5, 90000, BAJA
11/02/2025, 1299, Laura Diaz DNI 43414305, SUITE, Miguel Torcuato, 3, 90000, BAJA
22/02/2025, 1300, Carlos Herrera DNI 32709620, SUITE, Miguel Torcuato, 2, 60000, BAJA
07/04/2025, 1301, Diego Diaz DNI 26901320, SUITE, Miguel Torcuato, 6, 180000, MEDIA
17/04/2025, 1302, Juan Lopez DNI 25786362, DOBLE, Miguel Torcuato, 12, 216000, ALTA
27/03/2025, 1303, Carlos Fernandez DNI 24462568, SENCILLA, Miguel Torcuato, 10, 100000, MEDIA
21/02/2025, 1304, Laura Perez DNI 37140393, SENCILLA, Miguel Torcuato, 14, 140000, MEDIA
02/04/2025, 1305, Ana Herrera DNI 17044273, SUITE, Miguel Torcuato, 13, 390000, ALTA
11/03/2025, 1306, Ana Torres DNI 23551646, SUITE, Miguel Torcuato, 5, 150000, MEDIA
12/09/2025, 1307, Ana Lopez DNI 41015629, DOBLE, Miguel Torcuato, 12, 216000, ALTA
08/03/2025, 1308, Sofia Ruiz DNI 30770598, SENCILLA, Miguel Torcuato, 14, 140000, MEDIA
25/07/2025, 1309, Carlos Sosa DNI 18768148, DOBLE, Miguel Torcuato, 6, 108000, MEDIA
18/01/2025, 1310, Lucia Lopez DNI 14707651, DOBLE, Miguel Torcuato, 15, 270000, ALTA
17/09/2025, 1311, Juan Perez DNI 43662309, SENCILLA, Miguel Torcuato, 1, 10000, BAJA
08/03/2025, 1312, Sofia Lopez DNI 39949908, SUITE, Miguel Torcuato, 8, 240000, ALTA
27/05/2025, 1313, Pedro Perez DNI 24227735, DOBLE, Miguel Torcuato, 11, 198000, MEDIA
01/09/2025, 1314, Sofia Ruiz DNI 20595289, DOBLE, Miguel Torcuato, 8, 144000, MEDIA
15/09/2025, 1315, Carlos Mendez DNI 25000854, SUITE, Miguel Torcuato, 2, 60000, BAJA
28/06/2025, 1316, Ana Herrera DNI 10861276, SUITE, Miguel Torcuato, 4, 120000, MEDIA
03/11/2025, 1317, Pedro Sosa DNI 22717971, DOBLE, Miguel Torcuato, 3, 54000, BAJA
10/07/2025, 1318, Ana Mendez DNI 40192116, DOBLE, Miguel Torcuato, 10, 180000, MEDIA
24/12/2025, 1319, Lucia Lopez DNI 19357790, SUITE, Miguel Torcuato, 14, 420000, ALTA
20/11/2025, 1320, Ana Torres DNI 19798334, DOBLE, Miguel Torcuato, 2, 36000, BAJA
03/07/2025, 1321, Juan Diaz DNI 14997245, SUITE, Miguel Torcuato, 5, 150000, MEDIA
24/09/2025, 1322, Marcos Lopez DNI 25300285, SENCILLA, Miguel Torcuato, 6, 60000, BAJA
01/03/2025, 1323, Marcos Mendez DNI 13633233, SUITE, Miguel Torcuato, 8, 240000, ALTA
16/06/2025, 1324, Diego Gomez DNI 48832831, DOBLE, Miguel Torcuato, 15, 270000, ALTA
11/08/2025, 1325, Pedro Perez DNI 18516404, DOBLE, Miguel Torcuato, 15, 270000, ALTA
22/11/2025, 1326, Carlos Lopez DNI 32270848, DOBLE, Miguel Torcuato, 2, 36000, BAJA
03/10/2025, 1327, Pedro Gomez DNI 35379009, SENCILLA, Miguel Torcuato, 2, 20000, BAJA
21/08/2025, 1328, Valentina Gomez DNI 45030614, DOBLE, Miguel Torcuato, 5, 90000, BAJA
24/07/2025, 1329, Lucia Gomez DNI 39429392, SUITE, Miguel Torcuato, 9, 270000, ALTA
22/08/2025, 1330, Lucia Sosa DNI 13293574, DOBLE, Miguel Torcuato, 12, 216000, ALTA
27/09/2025, 1331, Lucia Lopez DNI 38070066, SUITE, Miguel Torcuato, 6, 180000, MEDIA
21/04/2025, 1332, Laura Sosa DNI 27766681, SENCILLA, Miguel Torcuato, 11, 110000, MEDIA
28/06/2025, 1333, Diego Diaz DNI 21506127, SUITE, Miguel Torcuato, 10, 300000, ALTA
04/05/2025, 1334, Marcos Gomez DNI 43048533, SENCILLA, Miguel Torcuato, 2, 20000, BAJA
12/05/2025, 1335, Diego Sosa DNI 43901685, DOBLE, Miguel Torcuato, 6, 108000, MEDIA
01/06/2025, 1336, Ana Torres DNI 36771535, DOBLE, Miguel Torcuato, 3, 54000, BAJA
27/09/2025, 1337, Pedro Lopez DNI 39447033, SUITE, Miguel Torcuato, 14, 420000, ALTA
19/03/2025, 1338, Lucia Diaz DNI 28435110, SENCILLA, Miguel Torcuato, 7, 70000, BAJA
11/01/2025, 1339, Marcos Mendez DNI 18431486, SUITE, Miguel Torcuato, 9, 270000, ALTA
18/11/2025, 1340, Marcos Fernandez DNI 46194643, SENCILLA, Miguel Torcuato, 3, 30000, BAJA
05/04/2025, 1341, Laura Fernandez DNI 49477147, DOBLE, Miguel Torcuato, 4, 72000, BAJA
13/03/2025, 1342, Pedro Mendez DNI 48692260, DOBLE, Miguel Torcuato, 10, 180000, MEDIA
24/09/2025, 1343, Laura Torres DNI 33577377, SENCILLA, Miguel Torcuato, 11, 110000, MEDIA
05/03/2025, 1344, Pedro Sosa DNI 25117391, DOBLE, Miguel Torcuato, 10, 180000, MEDIA
13/12/2025, 1345, Juan Perez DNI 31629556, SUITE, Miguel Torcuato, 11, 330000, ALTA
22/08/2025, 1346, Marcos Herrera DNI 36014008, SUITE, Miguel Torcuato, 15, 450000, ALTA
21/02/2025, 1347, Sofia Gomez DNI 21868860, DOBLE, Miguel Torcuato, 11, 198000, MEDIA
09/02/2025, 1348, Pedro Lopez DNI 36767042, SENCILLA, Miguel Torcuato, 11, 110000, MEDIA
20/05/2025, 1349, Pedro Torres DNI 20099443, SENCILLA, Miguel Torcuato, 3, 30000, BAJA
12/04/2025, 1350, Sofia Mendez DNI 37559368, SENCILLA, Miguel Torcuato, 4, 40000, BAJA
04/03/2025, 1351, Laura Herrera DNI 41805322, SUITE, Miguel Torcuato, 11, 330000, ALTA
11/10/2025, 1352, Diego Gomez DNI 19411817, SUITE, Miguel Torcuato, 3, 90000, BAJA
18/11/2025, 1353, Marcos Torres DNI 12181719, SENCILLA, Miguel Torcuato, 5, 50000, BAJA
02/10/2025, 1354, Sofia Perez DNI 19481724, SENCILLA, Miguel Torcuato, 2, 20000, BAJA
01/07/2025, 1355, Laura Fernandez DNI 34521634, SUITE, Miguel Torcuato, 9, 270000, ALTA
15/07/2025, 1356, Ana Perez DNI 40152880, SENCILLA, Miguel Torcuato, 12, 120000, MEDIA
22/07/2025, 1357, Diego Diaz DNI 46576728, SENCILLA, Miguel Torcuato, 7, 70000, BAJA
11/11/2025, 1358, Carlos Fernandez DNI 18449736, SENCILLA, Miguel Torcuato, 14, 140000, MEDIA
05/04/2025, 1359, Ana Mendez DNI 15748689, SENCILLA, Miguel Torcuato, 13, 130000, MEDIA
17/09/2025, 1360, Sofia Lopez DNI 49710202, SENCILLA, Miguel Torcuato, 4, 40000, BAJA
12/04/2025, 1361, Carlos Gomez DNI 14545480, SUITE, Miguel Torcuato, 8, 240000, ALTA
03/02/2025, 1362, Carlos Mendez DNI 26108909, SUITE, Miguel Torcuato, 8, 240000, ALTA
01/02/2025, 1363, Diego Gomez DNI 29814111, SENCILLA, Miguel Torcuato, 8, 80000, BAJA
30/01/2025, 1364, Ana Perez DNI 48568148, DOBLE, Miguel Torcuato, 13, 234000, ALTA
13/06/2025, 1365, Pedro Lopez DNI 38119380, SUITE, Miguel Torcuato, 15, 450000, ALTA
07/12/2025, 1366, Carlos Mendez DNI 36247985, SUITE, Miguel Torcuato, 1, 30000, BAJA
21/06/2025, 1367, Valentina Perez DNI 37584844, SENCILLA, Miguel Torcuato, 6, 60000, BAJA
10/05/2025, 1368, Lucia Diaz DNI 17725362, SUITE, Miguel Torcuato, 10, 300000, ALTA
11/07/2025, 1369, Diego Ruiz DNI 37139138, DOBLE, Miguel Torcuato, 7, 126000, MEDIA
05/08/2025, 1370, Marcos Torres DNI 34048426, SENCILLA, Miguel Torcuato, 9, 90000, BAJA
01/06/2025, 1371, Laura Ruiz DNI 34878869, SUITE, Miguel Torcuato, 4, 120000, MEDIA
08/07/2025, 1372, Lucia Fernandez DNI 39340340, DOBLE, Miguel Torcuato, 5, 90000, BAJA
06/03/2025, 1373, Marcos Ruiz DNI 33139508, SENCILLA, Miguel Torcuato, 3, 30000, BAJA
19/06/2025, 1374, Sofia Sosa DNI 23592050, SUITE, Miguel Torcuato, 5, 150000, MEDIA
05/12/2025, 1375, Diego Fernandez DNI 42422254, SENCILLA, Miguel Torcuato, 2, 20000, BAJA
21/01/2025, 1376, Pedro Ruiz DNI 23142630, SUITE, Miguel Torcuato, 2, 60000, BAJA
21/03/2025, 1377, Diego Mendez DNI 48782690, SUITE, Miguel Torcuato, 4, 120000, MEDIA
11/03/2025, 1378, Diego Herrera DNI 35721714, SUITE, Miguel Torcuato, 14, 420000, ALTA
02/04/2025, 1379, Ana Fernandez DNI 26666248, DOBLE, Miguel Torcuato, 2, 36000, BAJA
12/02/2025, 1380, Valentina Ruiz DNI 21943034, DOBLE, Miguel Torcuato, 12, 216000, ALTA
16/09/2025, 1381, Diego Torres DNI 26263394, SUITE, Miguel Torcuato, 11, 330000, ALTA
28/03/2025, 1382, Diego Lopez DNI 10272539, DOBLE, Miguel Torcuato, 1, 18000, BAJA
24/10/2025, 1383, Lucia Perez DNI 37839819, SENCILLA, Miguel Torcuato, 12, 120000, MEDIA
12/12/2025, 1384, Pedro Sosa DNI 33875598, DOBLE, Miguel Torcuato, 8, 144000, MEDIA
11/12/2025, 1385, Valentina Mendez DNI 44315362, SENCILLA, Miguel Torcuato, 3, 30000, BAJA
17/07/2025, 1386, Juan Torres DNI 12004263, DOBLE, Miguel Torcuato, 3, 54000, BAJA
22/11/2025, 1387, Marcos Ruiz DNI 32790427, SUITE, Miguel Torcuato, 7, 210000, ALTA
20/01/2025, 1388, Carlos Mendez DNI 16253292, SUITE, Miguel Torcuato, 13, 390000, ALTA
01/08/2025, 1389, Diego Herrera DNI 49245931, DOBLE, Miguel Torcuato, 1, 18000, BAJA
23/10/2025, 1390, Laura Mendez DNI 26240986, SUITE, Miguel Torcuato, 4, 120000, MEDIA
16/09/2025, 1391, Diego Gomez DNI 25721366, SUITE, Miguel Torcuato, 12, 360000, ALTA
20/11/2025, 1392, Carlos Fernandez DNI 47291843, SUITE, Miguel Torcuato, 4, 120000, MEDIA
04/07/2025, 1393, Pedro Lopez DNI 49669023, SENCILLA, Miguel Torcuato, 15, 150000, MEDIA
13/11/2025, 1394, Carlos Lopez DNI 17316422, DOBLE, Miguel Torcuato, 13, 234000, ALTA
18/11/2025, 1395, Diego Mendez DNI 29148371, SUITE, Miguel Torcuato, 9, 270000, ALTA
10/11/2025, 1396, Valentina Herrera DNI 13565937, SUITE, Miguel Torcuato, 8, 240000, ALTA
31/08/2025, 1397, Marcos Sosa DNI 38833146, SENCILLA, Miguel Torcuato, 2, 20000, BAJA
02/12/2025, 1398, Juan Mendez DNI 14743937, DOBLE, Miguel Torcuato, 15, 270000, ALTA
22/05/2025, 1399, Diego Diaz DNI 31579427, DOBLE, Miguel Torcuato, 1, 18000, BAJA
04/01/2025, 1400, Diego Gomez DNI 44736571, DOBLE, Miguel Torcuato, 13, 234000, ALTA
23/02/2025, 1401, Pedro Sosa DNI 48597907, DOBLE, Miguel Torcuato, 12, 216000, ALTA
18/02/2025, 1402, Marcos Ruiz DNI 42698223, SENCILLA, Miguel Torcuato, 9, 90000, BAJA
31/08/2025, 1403, Ana Lopez DNI 15542226, DOBLE, Miguel Torcuato, 6, 108000, MEDIA
30/08/2025, 1404, Sofia Perez DNI 10346130, SUITE, Miguel Torcuato, 15, 450000, ALTA
05/04/2025, 1405, Carlos Sosa DNI 23630426, SENCILLA, Miguel Torcuato, 1, 10000, BAJA
14/03/2025, 1406, Carlos Sosa DNI 10525565, SUITE, Miguel Torcuato, 6, 180000, MEDIA
27/11/2025, 1407, Lucia Lopez DNI 47227109, SUITE, Miguel Torcuato, 13, 390000, ALTA
22/10/2025, 1408, Valentina Herrera DNI 29454414, SUITE, Miguel Torcuato, 4, 120000, MEDIA
26/07/2025, 1409, Lucia Ruiz DNI 28273754, DOBLE, Miguel Torcuato, 11, 198000, MEDIA
12/03/2025, 1410, Lucia Diaz DNI 29478754, SUITE, Miguel Torcuato, 2, 60000, BAJA
13/10/2025, 1411, Diego Ruiz DNI 12177756, DOBLE, Miguel Torcuato, 4, 72000, BAJA
23/12/2025, 1412, Sofia Fernandez DNI 39252469, SENCILLA, Miguel Torcuato, 2, 20000, BAJA
22/04/2025, 1413, Sofia Ruiz DNI 24068472, DOBLE, Miguel Torcuato, 6, 108000, MEDIA
19/07/2025, 1414, Laura Fernandez DNI 47298015, SUITE, Miguel Torcuato, 5, 150000, MEDIA
03/10/2025, 1415, Carlos Perez DNI 19200752, SUITE, Miguel Torcuato, 3, 90000, BAJA
23/03/2025, 1416, Laura Fernandez DNI 14095604, SENCILLA, Miguel Torcuato, 12, 120000, MEDIA
03/11/2025, 1417, Juan Sosa DNI 37041456, SUITE, Miguel Torcuato, 5, 150000, MEDIA
21/08/2025, 1418, Juan Perez DNI 27138559, SUITE, Miguel Torcuato, 2, 60000, BAJA
03/06/2025, 1419, Marcos Gomez DNI 24396757, DOBLE, Miguel Torcuato, 5, 90000, BAJA
24/11/2025, 1420, Lucia Torres DNI 43604834, SUITE, Miguel Torcuato, 15, 450000, ALTA
03/11/2025, 1421, Carlos Lopez DNI 21462621, SUITE, Miguel Torcuato, 13, 390000, ALTA
20/05/2025, 1422, Juan Diaz DNI 33098582, SUITE, Miguel Torcuato, 15, 450000, ALTA
26/05/2025, 1423, Lucia Diaz DNI 37273740, SENCILLA, Miguel Torcuato, 5, 50000, BAJA
03/01/2025, 1424, Lucia Torres DNI 19017433, SUITE, Miguel Torcuato, 8, 240000, ALTA
07/07/2025, 1425, Ana Herrera DNI 33179832, SENCILLA, Miguel Torcuato, 2, 20000, BAJA
14/11/2025, 1426, Juan Fernandez DNI 47493500, SUITE, Miguel Torcuato, 3, 90000, BAJA
27/12/2025, 1427, Pedro Mendez DNI 42369761, SUITE, Miguel Torcuato, 2, 60000, BAJA
18/04/2025, 1428, Valentina Fernandez DNI 17771929, SENCILLA, Miguel Torcuato, 8, 80000, BAJA
20/09/2025, 1429, Pedro Gomez DNI 45465838, DOBLE, Miguel Torcuato, 15, 270000, ALTA
15/09/2025, 1430, Diego Lopez DNI 39837394, DOBLE, Miguel Torcuato, 8, 144000, MEDIA
25/02/2025, 1431, Pedro Torres DNI 26626788, DOBLE, Miguel Torcuato, 10, 180000, MEDIA
02/09/2025, 1432, Pedro Lopez DNI 40654063, SUITE, Miguel Torcuato, 12, 360000, ALTA
27/09/2025, 1433, Ana Gomez DNI 24062142, DOBLE, Miguel Torcuato, 5, 90000, BAJA
09/06/2025, 1434, Laura Lopez DNI 31783171, SENCILLA, Miguel Torcuato, 1, 10000, BAJA
21/08/2025, 1435, Carlos Fernandez DNI 33988194, DOBLE, Miguel Torcuato, 2, 36000, BAJA
06/08/2025, 1436, Diego Fernandez DNI 48303028, SUITE, Miguel Torcuato, 10, 300000, ALTA
27/11/2025, 1437, Laura Ruiz DNI 37858232, SUITE, Miguel Torcuato, 6, 180000, MEDIA
28/07/2025, 1438, Valentina Lopez DNI 32553120, SENCILLA, Miguel Torcuato, 1, 10000, BAJA
08/01/2025, 1439, Marcos Torres DNI 12453598, SUITE, Miguel Torcuato, 15, 450000, ALTA
16/11/2025, 1440, Laura Perez DNI 35498211, SENCILLA, Miguel Torcuato, 10, 100000, MEDIA
04/04/2025, 1441, Laura Perez DNI 30781055, SENCILLA, Miguel Torcuato, 9, 90000, BAJA
05/06/2025, 1442, Lucia Fernandez DNI 39831230, SUITE, Miguel Torcuato, 9, 270000, ALTA
03/01/2025, 1443, Pedro Lopez DNI 27597385, DOBLE, Miguel Torcuato, 7, 126000, MEDIA
25/10/2025, 1444, Sofia Ruiz DNI 16461914, DOBLE, Miguel Torcuato, 11, 198000, MEDIA
06/08/2025, 1445, Carlos Lopez DNI 33987461, SENCILLA, Miguel Torcuato, 5, 50000, BAJA
21/11/2025, 1446, Marcos Herrera DNI 48655282, SENCILLA, Miguel Torcuato, 13, 130000, MEDIA
24/02/2025, 1447, Ana Fernandez DNI 35855816, DOBLE, Miguel Torcuato, 12, 216000, ALTA
28/04/2025, 1448, Ana Sosa DNI 11861911, SUITE, Miguel Torcuato, 10, 300000, ALTA
11/03/2025, 1449, Diego Gomez DNI 29088720, DOBLE, Miguel Torcuato, 11, 198000, MEDIA
10/12/2025, 1450, Pedro Diaz DNI 10093526, SENCILLA, Miguel Torcuato, 4, 40000, BAJA
13/12/2025, 1451, Lucia Herrera DNI 45168242, SENCILLA, Miguel Torcuato, 12, 120000, MEDIA
19/07/2025, 1452, Pedro Herrera DNI 49660541, SENCILLA, Miguel Torcuato, 8, 80000, BAJA
09/11/2025, 1453, Lucia Mendez DNI 32670136, DOBLE, Miguel Torcuato, 11, 198000, MEDIA
02/05/2025, 1454, Laura Torres DNI 33922115, SUITE, Miguel Torcuato, 9, 270000, ALTA
27/01/2025, 1455, Marcos Fernandez DNI 26886672, DOBLE, Miguel Torcuato, 13, 234000, ALTA
15/09/2025, 1456, Ana Herrera DNI 18860557, SUITE, Miguel Torcuato, 2, 60000, BAJA
28/05/2025, 1457, Sofia Gomez DNI 21662119, SUITE, Miguel Torcuato, 4, 120000, MEDIA
28/09/2025, 1458, Juan Perez DNI 27151765, SENCILLA, Miguel Torcuato, 7, 70000, BAJA
18/08/2025, 1459, Lucia Gomez DNI 29838300, SUITE, Miguel Torcuato, 5, 150000, MEDIA
14/05/2025, 1460, Carlos Fernandez DNI 36932397, SUITE, Miguel Torcuato, 12, 360000, ALTA
01/01/2025, 1461, Sofia Fernandez DNI 44100312, DOBLE, Miguel Torcuato, 9, 162000, MEDIA
05/11/2025, 1462, Pedro Mendez DNI 20901034, SUITE, Miguel Torcuato, 9, 270000, ALTA
02/11/2025, 1463, Valentina Gomez DNI 38078484, SENCILLA, Miguel Torcuato, 9, 90000, BAJA
30/03/2025, 1464, Laura Gomez DNI 36480295, SUITE, Miguel Torcuato, 3, 90000, BAJA
22/09/2025, 1465, Laura Torres DNI 36540135, SUITE, Miguel Torcuato, 2, 60000, BAJA
20/05/2025, 1466, Ana Fernandez DNI 25193585, SENCILLA, Miguel Torcuato, 13, 130000, MEDIA
27/01/2025, 1467, Valentina Diaz DNI 10483192, DOBLE, Miguel Torcuato, 10, 180000, MEDIA
12/03/2025, 1468, Laura Fernandez DNI 41152967, SUITE, Miguel Torcuato, 12, 360000, ALTA
07/01/2025, 1469, Carlos Perez DNI 45005937, SENCILLA, Miguel Torcuato, 9, 90000, BAJA
31/07/2025, 1470, Juan Diaz DNI 44513593, DOBLE, Miguel Torcuato, 13, 234000, ALTA
14/01/2025, 1471, Pedro Ruiz DNI 41366676, SENCILLA, Miguel Torcuato, 13, 130000, MEDIA
09/10/2025, 1472, Diego Fernandez DNI 32322088, DOBLE, Miguel Torcuato, 15, 270000, ALTA
14/12/2025, 1473, Laura Mendez DNI 47747160, DOBLE, Miguel Torcuato, 2, 36000, BAJA
19/05/2025, 1474, Laura Herrera DNI 21726460, SENCILLA, Miguel Torcuato, 4, 40000, BAJA
18/06/2025, 1475, Sofia Mendez DNI 38036907, SENCILLA, Miguel Torcuato, 2, 20000, BAJA
14/07/2025, 1476, Juan Ruiz DNI 46032744, SENCILLA, Miguel Torcuato, 4, 40000, BAJA
03/06/2025, 1477, Sofia Perez DNI 28384262, DOBLE, Miguel Torcuato, 12, 216000, ALTA
05/07/2025, 1478, Valentina Sosa DNI 15741202, SUITE, Miguel Torcuato, 12, 360000, ALTA
01/02/2025, 1479, Lucia Mendez DNI 26262799, SENCILLA, Miguel Torcuato, 13, 130000, MEDIA
14/08/2025, 1480, Valentina Lopez DNI 32550813, SUITE, Miguel Torcuato, 6, 180000, MEDIA
07/09/2025, 1481, Juan Sosa DNI 40412205, DOBLE, Miguel Torcuato, 6, 108000, MEDIA
29/10/2025, 1482, Ana Torres DNI 34883282, SENCILLA, Miguel Torcuato, 11, 110000, MEDIA
08/08/2025, 1483, Valentina Torres DNI 32318976, DOBLE, Miguel Torcuato, 7, 126000, MEDIA
15/07/2025, 1484, Diego Torres DNI 34661315, SENCILLA, Miguel Torcuato, 4, 40000, BAJA
29/04/2025, 1485, Sofia Herrera DNI 29909229, SENCILLA, Miguel Torcuato, 13, 130000, MEDIA
20/02/2025, 1486, Carlos Torres DNI 38630426, SUITE, Miguel Torcuato, 11, 330000, ALTA
29/12/2025, 1487, Juan Sosa DNI 27961926, SUITE, Miguel Torcuato, 11, 330000, ALTA
19/09/2025, 1488, Laura Herrera DNI 34317323, SUITE, Miguel Torcuato, 3, 90000, BAJA
26/07/2025, 1489, Diego Herrera DNI 36848271, SENCILLA, Miguel Torcuato, 10, 100000, MEDIA
12/07/2025, 1490, Pedro Gomez DNI 12912235, DOBLE, Miguel Torcuato, 2, 36000, BAJA
20/02/2025, 1491, Laura Gomez DNI 46188771, SENCILLA, Miguel Torcuato, 4, 40000, BAJA
28/12/2025, 1492, Laura Herrera DNI 34768615, DOBLE, Miguel Torcuato, 4, 72000, BAJA
22/05/2025, 1493, Marcos Mendez DNI 24468862, DOBLE, Miguel Torcuato, 13, 234000, ALTA
05/01/2025, 1494, Carlos Lopez DNI 11487319, DOBLE, Miguel Torcuato, 3, 54000, BAJA
19/06/2025, 1495, Carlos Ruiz DNI 29239644, SUITE, Miguel Torcuato, 10, 300000, ALTA
01/12/2025, 1496, Valentina Gomez DNI 14309689, DOBLE, Miguel Torcuato, 9, 162000, MEDIA
21/09/2025, 1497, Juan Gomez DNI 46833926, DOBLE, Miguel Torcuato, 13, 234000, ALTA
08/04/2025, 1498, Marcos Mendez DNI 39659073, DOBLE, Miguel Torcuato, 4, 72000, BAJA
16/09/2025, 1499, Pedro Torres DNI 46174837, DOBLE, Miguel Torcuato, 3, 54000, BAJA
17/11/2025, 1500, Valentina Fernandez DNI 28500245, SUITE, Miguel Torcuato, 10, 300000, ALTA
10/11/2025, 1501, Marcos Gomez DNI 25728024, SENCILLA, Miguel Torcuato, 8, 80000, BAJA
26/11/2025, 1502, Pedro Perez DNI 40351518, DOBLE, Miguel Torcuato, 5, 90000, BAJA
05/07/2025, 1503, Diego Gomez DNI 46021368, SUITE, Miguel Torcuato, 6, 180000, MEDIA
04/02/2025, 1504, Diego Torres DNI 40960131, SUITE, Miguel Torcuato, 14, 420000, ALTA
02/07/2025, 1505, Pedro Mendez DNI 13134852, DOBLE, Miguel Torcuato, 7, 126000, MEDIA
28/01/2025, 1506, Laura Gomez DNI 44728119, DOBLE, Miguel Torcuato, 3, 54000, BAJA
06/02/2025, 1507, Ana Perez DNI 24391791, SENCILLA, Miguel Torcuato, 2, 20000, BAJA
